meeting_id,department,word_count,positive_count,negative_count,sentiment_score
M_2728,Sales,2716,125,39,5.01
M_2729,Marketing,1900,67,19,5.56
M_2730,Customer Support,2832,132,110,4.72
M_2731,Marketing,2611,113,100,5.18
M_2732,Engineering,3342,96,81,4.81
M_2733,IT,3199,172,127,6.51
M_2734,R&D,2527,100,76,5.44
M_2735,Customer Support,1692,89,20,6.43
M_2736,Data Science,1912,69,25,6.25
M_2737,Finance,2005,119,75,6.58
M_2738,IT,2216,112,64,4.36
M_2739,Engineering,2741,160,96,5.71
M_2740,HR,3143,127,116,4.69
M_2741,Sales,2453,95,57,4.4
M_2742,Engineering,2514,126,28,6.59
M_2743,Engineering,2628,145,41,5.16
M_2744,Operations,2035,119,24,4.62
M_2745,Customer Support,1667,54,26,4.45
M_2746,Finance,920,47,20,4.66
M_2747,Engineering,1874,53,25,4.59
M_2748,Customer Support,2925,122,43,4.69
M_2749,Operations,1867,50,43,6.42
M_2750,HR,2285,77,46,4.6
M_2751,Operations,2919,167,70,6.66
M_2752,Sales,2968,76,67,6.57
M_2753,Sales,1528,69,44,6.3
M_2754,R&D,3397,148,129,5.65
M_2755,Sales,3514,87,46,5.9
M_2756,Marketing,1483,48,19,6.54
M_2757,Legal,1758,74,62,4.97
M_2758,Operations,3571,98,89,3.69
M_2759,Engineering,2367,123,78,5.43
M_2760,Engineering,502,29,8,6.05
M_2761,Engineering,1240,35,43,4.7
M_2762,Operations,2275,62,85,5.0
M_2763,Marketing,1453,55,42,4.83
M_2764,Engineering,2127,106,28,4.26
M_2765,IT,2529,79,93,3.7
M_2766,Marketing,3816,79,128,3.82
M_2767,Sales,2238,93,72,6.47
M_2768,Marketing,3465,201,38,3.65
M_2769,Operations,3785,134,128,4.48
M_2770,Engineering,3790,139,53,4.61
M_2771,Sales,2756,161,45,5.97
M_2772,Customer Support,733,35,20,3.42
M_2773,Marketing,2914,142,52,5.91
M_2774,Finance,3443,146,102,4.11
M_2775,Marketing,2427,143,68,6.53
M_2776,Engineering,4070,193,53,4.85
M_2777,Engineering,3273,182,97,5.18
M_2778,Marketing,3011,144,113,5.36
M_2779,Sales,3477,171,51,6.37
M_2780,Engineering,2800,88,78,5.07
M_2781,Product Management,256,8,5,4.78
M_2782,Data Science,2050,105,48,5.55
M_2783,Customer Support,3577,113,66,5.06
M_2784,Product Management,1773,75,36,4.61
M_2785,Sales,2298,68,24,6.36
M_2786,IT,1559,82,61,6.09
M_2787,Engineering,4105,100,117,5.52
M_2788,IT,4013,213,100,6.03
M_2789,Data Science,1704,75,36,5.37
M_2790,Customer Support,2632,72,68,3.92
M_2791,Data Science,1887,78,40,4.55
M_2792,Finance,3053,95,63,5.36
M_2793,Sales,2958,97,70,6.72
M_2794,Marketing,3230,110,59,7.76
M_2795,Finance,2798,63,43,5.86
M_2796,Engineering,5141,305,137,4.39
M_2797,Operations,1574,33,55,4.25
M_2798,Data Science,960,44,14,7.14
M_2799,Engineering,2146,74,23,5.07
M_2800,Customer Support,1088,49,18,4.9
M_2801,Legal,1156,39,45,3.76
M_2802,R&D,1598,75,55,6.38
M_2803,IT,1670,82,46,5.62
M_2804,Marketing,1640,78,62,4.7
M_2805,IT,2966,72,69,4.22
M_2806,Customer Support,2044,94,80,4.89
M_2807,Engineering,2338,72,44,5.16
M_2808,Marketing,3304,69,56,5.99
M_2809,Customer Support,1810,66,52,5.07
M_2810,Sales,2261,84,48,5.69
M_2811,Operations,2829,109,81,4.66
M_2812,Operations,752,36,14,5.16
M_2813,Engineering,353,11,10,4.59
M_2814,Finance,2811,91,51,5.04
M_2815,Customer Support,2942,65,33,4.71
M_2816,Marketing,4357,206,162,4.6
M_2817,Engineering,2642,112,96,5.57
M_2818,Engineering,3237,109,126,4.65
M_2819,HR,2324,112,73,4.49
M_2820,R&D,2767,114,84,4.83
M_2821,Sales,4000,155,107,6.11
M_2822,Operations,588,23,8,5.32
M_2823,Sales,2872,130,45,6.48
M_2824,Sales,4422,205,82,6.9
M_2825,Product Management,2753,86,101,5.99
M_2826,Customer Support,3985,102,60,4.91
M_2827,Engineering,1933,50,72,4.03
M_2828,HR,2471,112,63,4.98
M_2829,Engineering,2530,138,79,4.43
M_2830,Marketing,504,18,6,6.93
M_2831,Operations,1448,38,26,6.67
M_2832,Engineering,1512,75,58,5.63
M_2833,Sales,3239,172,58,6.94
M_2834,HR,3284,181,62,5.56
M_2835,R&D,2791,123,44,5.58
M_2836,Data Science,3241,176,44,4.13
M_2837,Engineering,2352,48,39,4.98
M_2838,Customer Support,3581,86,104,3.91
M_2839,HR,2507,59,59,5.23
M_2840,HR,2552,123,67,5.17
M_2841,Customer Support,2260,51,30,6.12
M_2842,R&D,3116,124,106,5.79
M_2843,IT,2120,82,71,5.28
M_2844,Finance,3378,109,35,5.01
M_2845,HR,1481,81,31,6.68
M_2846,Customer Support,1510,40,18,4.71
M_2847,Sales,3118,106,105,6.06
M_2848,Finance,2420,123,77,5.22
M_2849,HR,2091,44,77,4.52
M_2850,Operations,3301,154,56,5.33
M_2851,Sales,1953,102,46,4.27
M_2852,Engineering,2319,132,36,4.18
M_2853,R&D,3759,206,79,5.62
M_2854,Engineering,3885,127,99,6.33
M_2855,Marketing,3915,170,45,5.88
M_2856,Sales,2246,51,70,4.99
M_2857,Engineering,3607,109,94,3.89
M_2858,Engineering,1645,39,57,5.52
M_2859,Engineering,1683,54,30,4.69
M_2860,Product Management,384,21,14,5.7
M_2861,Sales,4005,135,160,6.04
M_2862,IT,1722,73,64,5.43
M_2863,Finance,2386,89,79,5.07
M_2864,Marketing,1680,64,57,5.62
M_2865,Finance,3125,183,85,5.22
M_2866,Marketing,2161,68,33,4.89
M_2867,Customer Support,1325,59,40,4.02
M_2868,Sales,2897,106,90,3.62
M_2869,HR,1209,27,47,4.69
M_2870,Legal,1746,69,45,5.72
M_2871,R&D,603,31,10,5.93
M_2872,Legal,1218,29,37,4.6
M_2873,HR,2660,60,104,4.25
M_2874,Customer Support,731,19,11,5.43
M_2875,Marketing,1166,58,23,5.46
M_2876,Marketing,2497,122,65,6.81
M_2877,Sales,2010,85,30,5.16
M_2878,Finance,4292,166,45,4.68
M_2879,Engineering,4150,230,83,4.68
M_2880,Sales,1718,87,61,4.56
M_2881,Product Management,3001,157,33,4.66
M_2882,Sales,3174,166,72,6.19
M_2883,Engineering,1962,89,64,4.56
M_2884,Engineering,1154,44,44,1.91
M_2885,R&D,2488,135,98,6.01
M_2886,Marketing,2344,133,53,4.19
M_2887,HR,2107,44,81,5.3
M_2888,Customer Support,2898,63,32,4.72
M_2889,Product Management,1824,106,59,6.95
M_2890,Sales,1463,45,42,6.69
M_2891,Operations,2598,142,45,4.97
M_2892,Customer Support,2847,101,71,4.18
M_2893,Operations,1441,35,20,6.31
M_2894,Engineering,3335,77,120,3.69
M_2895,Product Management,906,23,18,5.21
M_2896,Finance,1979,59,56,4.91
M_2897,Sales,2267,89,33,5.72
M_2898,HR,1927,92,31,5.6
M_2899,Engineering,1991,118,79,5.35
M_2900,Engineering,4183,157,136,5.42
M_2901,Customer Support,1734,70,67,4.72
M_2902,Engineering,4697,191,88,5.55
M_2903,HR,2893,120,43,5.34
M_2904,Marketing,2582,105,64,4.86
M_2905,Engineering,2928,59,72,4.96
M_2906,IT,4776,95,72,4.48
M_2907,Sales,1605,38,51,4.94
M_2908,Sales,1491,35,31,5.47
M_2909,Sales,1820,87,28,6.01
M_2910,Sales,2528,71,50,5.88
M_2911,Engineering,946,52,25,6.02
M_2912,Customer Support,2520,144,80,4.47
M_2913,IT,4024,237,98,5.5
M_2914,Sales,2636,151,67,6.23
M_2915,Operations,2236,69,31,4.68
M_2916,Customer Support,1943,78,72,4.68
M_2917,Product Management,3308,89,125,5.69
M_2918,HR,1756,91,53,5.37
M_2919,Sales,4161,231,43,6.48
M_2920,Sales,4240,229,110,5.42
M_2921,Customer Support,2731,101,78,6.13
M_2922,Customer Support,2489,125,99,4.22
M_2923,Engineering,3427,81,136,3.51
M_2924,HR,3485,75,124,5.55
M_2925,Legal,1774,88,21,4.76
M_2926,Customer Support,2026,74,78,4.36
M_2927,Data Science,1309,78,37,4.88
M_2928,Customer Support,2868,68,97,5.88
M_2929,HR,3099,168,68,5.61
M_2930,Finance,1285,50,25,5.63
M_2931,Operations,2090,110,49,5.42
M_2932,Engineering,1287,67,18,5.6
M_2933,Finance,1691,95,35,6.47
M_2934,Operations,2995,95,107,4.76
M_2935,Engineering,1839,106,20,4.3
M_2936,Customer Support,2229,58,32,5.35
M_2937,Finance,1035,24,14,5.49
M_2938,IT,2668,99,58,5.24
M_2939,Engineering,2460,130,98,5.51
M_2940,Sales,1843,71,28,5.68
M_2941,Finance,2329,123,33,5.4
M_2942,Sales,2662,130,99,5.76
M_2943,Customer Support,1766,50,64,4.09
M_2944,Customer Support,1171,67,12,5.91
M_2945,Engineering,4125,92,134,3.77
M_2946,Marketing,1930,107,57,7.51
M_2947,Marketing,2412,77,79,5.98
M_2948,HR,3409,136,84,3.73
M_2949,R&D,5676,209,225,4.79
M_2950,Customer Support,1379,37,15,4.62
M_2951,Operations,2904,99,49,5.49
M_2952,Customer Support,1863,51,40,3.93
M_2953,Marketing,2015,56,47,5.32
M_2954,R&D,1851,50,69,4.8
M_2955,Operations,1486,58,39,4.54
M_2956,Customer Support,2462,127,27,4.33
M_2957,Product Management,1172,50,26,5.94
M_2958,Sales,3352,186,75,4.57
M_2959,Customer Support,2549,115,99,5.01
M_2960,Engineering,2880,137,80,5.84
M_2961,Sales,2080,97,60,5.75
M_2962,Sales,2169,82,68,5.87
M_2963,IT,2758,131,91,6.08
M_2964,Product Management,1452,33,42,4.37
M_2965,Operations,2177,118,37,4.89
M_2966,Customer Support,1726,88,62,4.37
M_2967,Finance,1698,50,54,5.91
M_2968,R&D,601,30,19,6.22
M_2969,Marketing,3705,75,147,3.87
M_2970,HR,1882,53,64,5.75
M_2971,Engineering,3547,80,123,5.53
M_2972,Customer Support,3461,177,133,5.86
M_2973,Customer Support,1342,67,19,5.21
M_2974,HR,1520,79,37,5.24
M_2975,Engineering,4804,96,131,5.84
M_2976,Product Management,4075,163,81,5.76
M_2977,Engineering,2471,119,86,6.93
M_2978,Operations,2731,71,89,5.7
M_2979,IT,1932,88,61,5.26
M_2980,Marketing,2889,67,115,4.09
M_2981,Sales,1854,50,32,5.33
M_2982,Operations,670,26,21,3.93
M_2983,Customer Support,1310,60,34,4.62
M_2984,Finance,2518,65,48,5.81
M_2985,IT,1482,40,21,5.13
M_2986,Engineering,2439,68,89,5.73
M_2987,Marketing,1532,45,42,5.55
M_2988,Customer Support,1795,52,62,4.25
M_2989,Product Management,3267,116,86,5.16
M_2990,Engineering,2722,125,45,5.67
M_2991,Customer Support,2491,93,50,4.86
M_2992,Finance,3291,167,70,5.42
M_2993,HR,2932,142,114,4.48
M_2994,Engineering,3801,95,38,4.8
M_2995,Product Management,2086,45,82,6.63
M_2996,Engineering,2113,116,83,6.14
M_2997,Sales,1329,30,53,4.2
M_2998,Sales,2113,54,51,3.59
M_2999,Product Management,3368,70,131,4.88
M_3000,Operations,3669,165,80,5.95
M_3001,Customer Support,3364,145,36,4.52
M_3002,Sales,885,52,14,7.18
M_3003,Operations,3474,192,133,5.22
M_3004,Finance,845,30,8,5.13
M_3005,Product Management,3308,115,87,5.69
M_3006,Legal,2168,69,26,4.3
M_3007,Engineering,3132,81,58,4.84
M_3008,Operations,1300,33,16,5.67
M_3009,Engineering,3554,89,127,4.87
M_3010,Finance,1181,29,32,6.5
M_3011,Sales,1898,56,70,6.3
M_3012,Sales,1601,51,49,6.34
M_3013,HR,921,53,36,5.14
M_3014,Operations,2585,111,65,5.88
M_3015,Sales,4125,245,120,5.8
M_3016,Customer Support,4900,171,133,4.88
M_3017,HR,2587,99,63,4.41
M_3018,Engineering,3505,115,124,5.81
M_3019,Customer Support,2708,73,79,4.79
M_3020,Sales,2948,75,100,7.48
M_3021,Marketing,2192,126,73,7.51
M_3022,Operations,2675,159,42,6.05
M_3023,Sales,2983,65,88,5.72
M_3024,Engineering,1979,51,31,4.34
M_3025,HR,2430,89,66,5.82
M_3026,R&D,2447,67,74,5.14
M_3027,Operations,3243,112,129,5.38
M_3028,Operations,1540,38,16,6.53
M_3029,Operations,2453,93,31,4.59
M_3030,Engineering,4220,130,51,4.45
M_3031,HR,3547,120,77,4.93
M_3032,Customer Support,3714,88,128,5.11
M_3033,Engineering,2521,93,89,5.46
M_3034,Sales,2788,165,89,5.24
M_3035,Sales,3402,112,125,6.4
M_3036,Marketing,3904,214,76,4.61
M_3037,Data Science,743,39,9,4.73
M_3038,Engineering,1316,76,15,5.37
M_3039,Marketing,3678,189,130,4.95
M_3040,Engineering,2250,104,71,5.86
M_3041,IT,1895,102,58,5.46
M_3042,Engineering,1371,31,27,6.44
M_3043,HR,2000,77,42,4.98
M_3044,Customer Support,1237,73,47,4.7
M_3045,Operations,4381,222,52,6.36
M_3046,HR,2479,144,82,5.18
M_3047,Sales,2447,125,47,7.49
M_3048,HR,3029,166,33,5.87
M_3049,Sales,3366,162,108,3.77
M_3050,Sales,3351,168,66,7.18
M_3051,Marketing,3466,141,109,6.11
M_3052,Sales,1932,110,60,6.92
M_3053,Sales,2231,118,58,4.3
M_3054,Operations,3192,171,106,4.67
M_3055,IT,2025,95,55,4.73
M_3056,Finance,2495,80,46,4.46
M_3057,Engineering,2858,61,91,6.29
M_3058,Engineering,3206,184,88,5.29
M_3059,IT,900,39,9,5.3
M_3060,Sales,3143,100,116,6.2
M_3061,Engineering,2289,59,60,5.45
M_3062,Finance,3136,166,113,2.5
M_3063,Operations,3199,171,116,4.65
M_3064,Operations,3947,207,92,4.16
M_3065,Sales,3718,170,93,6.36
M_3066,Engineering,3711,128,83,4.89
M_3067,IT,3799,122,89,5.1
M_3068,Sales,2762,56,101,3.65
M_3069,Operations,2528,134,85,4.95
M_3070,Operations,3285,77,45,5.99
M_3071,Operations,3158,142,89,6.3
M_3072,Sales,2221,89,88,6.42
M_3073,Sales,2864,117,79,4.67
M_3074,Finance,2468,140,82,6.24
M_3075,Product Management,1731,36,57,5.46
M_3076,R&D,3661,186,75,5.21
M_3077,Engineering,2549,56,53,3.39
M_3078,Engineering,4343,93,137,5.66
M_3079,R&D,1037,38,25,4.65
M_3080,Customer Support,1998,45,54,4.81
M_3081,Legal,2529,130,79,4.73
M_3082,Sales,3523,145,117,7.26
M_3083,Finance,2859,60,51,4.93
M_3084,Operations,2779,60,40,5.06
M_3085,Operations,1485,66,27,6.53
M_3086,HR,1458,76,36,4.75
M_3087,Engineering,2790,104,56,5.82
M_3088,Finance,1272,53,34,4.99
M_3089,Sales,2021,105,23,5.29
M_3090,Marketing,2950,131,74,5.45
M_3091,IT,1615,46,33,5.63
M_3092,HR,3944,175,102,6.27
M_3093,Product Management,3601,162,81,6.4
M_3094,Engineering,1085,53,20,5.07
M_3095,Operations,1660,74,61,4.29
M_3096,IT,442,25,6,5.17
M_3097,Engineering,1795,50,54,4.03
M_3098,Engineering,3189,185,120,5.03
M_3099,Marketing,2127,88,55,5.13
M_3100,Engineering,2914,136,105,5.69
M_3101,Customer Support,1129,27,15,3.07
M_3102,R&D,3218,113,79,4.52
M_3103,Marketing,2000,101,47,4.92
M_3104,Sales,2510,121,25,7.28
M_3105,Marketing,2416,52,56,4.3
M_3106,Customer Support,1355,56,28,4.96
M_3107,Engineering,1462,34,43,4.84
M_3108,Finance,3371,201,128,6.05
M_3109,Operations,2859,159,35,5.91
M_3110,Operations,3445,71,68,5.11
M_3111,Sales,2792,151,65,5.59
M_3112,Customer Support,2628,149,62,3.54
M_3113,Engineering,946,32,31,5.21
M_3114,Engineering,2256,110,52,5.68
M_3115,Product Management,2475,93,26,4.01
M_3116,Customer Support,4257,196,133,3.83
M_3117,Engineering,3118,104,113,5.17
M_3118,Sales,3882,127,98,6.15
M_3119,Sales,3037,112,83,4.95
M_3120,Sales,1859,48,27,5.35
M_3121,Sales,2605,138,43,4.48
M_3122,Engineering,2712,92,46,6.27
M_3123,Marketing,1654,59,37,4.3
M_3124,Customer Support,2154,120,81,5.17
M_3125,Finance,2314,92,59,5.11
M_3126,Operations,3945,164,62,6.29
M_3127,Engineering,627,36,11,4.76
M_3128,IT,3585,198,77,5.39
M_3129,Product Management,1656,44,47,3.62
M_3130,Customer Support,1265,49,29,3.32
M_3131,Customer Support,3561,209,77,5.38
M_3132,R&D,3158,110,85,3.65
M_3133,Finance,3629,126,62,4.99
M_3134,Sales,3220,89,39,6.86
M_3135,Operations,4353,106,46,5.74
M_3136,Customer Support,3002,148,52,4.41
M_3137,Customer Support,2359,119,30,3.78
M_3138,Marketing,2808,164,56,6.08
M_3139,Engineering,3619,184,120,6.25
M_3140,HR,1798,53,56,4.45
M_3141,R&D,1913,41,54,4.29
M_3142,Finance,2221,131,79,4.81
M_3143,Finance,605,20,11,5.61
M_3144,Sales,2624,85,95,6.84
M_3145,HR,802,45,17,4.36
M_3146,Legal,2547,110,56,3.61
M_3147,Operations,3278,93,72,6.94
M_3148,Customer Support,2070,115,26,4.87
M_3149,Marketing,4009,239,157,5.68
M_3150,Operations,1185,27,16,4.54
M_3151,Sales,3572,194,72,6.59
M_3152,Operations,3107,110,60,5.93
M_3153,HR,955,39,11,5.53
M_3154,Marketing,4939,279,71,7.15
M_3155,Operations,2442,143,27,5.21
M_3156,R&D,1710,52,32,4.91
M_3157,Engineering,1233,35,44,5.11
M_3158,Customer Support,2301,53,46,4.97
M_3159,Sales,2385,101,32,6.29
M_3160,Marketing,2592,53,76,4.08
M_3161,Engineering,2231,81,89,5.21
M_3162,Sales,3069,70,52,5.47
M_3163,Marketing,2151,77,39,4.95
M_3164,Engineering,758,16,29,4.85
M_3165,Marketing,2365,126,36,4.84
M_3166,R&D,369,10,9,4.12
M_3167,Engineering,2818,93,48,3.07
M_3168,Customer Support,1618,88,61,6.04
M_3169,HR,2647,131,104,5.55
M_3170,Operations,3682,105,126,4.85
M_3171,Sales,1646,37,32,5.17
M_3172,Engineering,3455,168,76,2.97
M_3173,Engineering,2109,75,36,4.6
M_3174,Engineering,4077,206,149,5.71
M_3175,Engineering,2171,82,81,5.76
M_3176,Operations,1743,58,39,5.62
M_3177,Legal,3118,118,92,4.69
M_3178,Customer Support,2107,105,31,5.88
M_3179,Operations,1742,97,40,5.06
M_3180,Engineering,2069,45,59,5.8
M_3181,Sales,2459,100,53,5.62
M_3182,Sales,3707,79,76,4.95
M_3183,Sales,759,29,7,5.16
M_3184,Marketing,2520,139,86,4.58
M_3185,Finance,3062,105,112,5.5
M_3186,HR,2674,153,104,4.59
M_3187,HR,3678,166,116,4.31
M_3188,Customer Support,2433,139,64,5.41
M_3189,Customer Support,2333,117,42,5.14
M_3190,Sales,3033,73,121,6.45
M_3191,R&D,2589,75,71,5.43
M_3192,IT,2148,76,65,4.45
M_3193,Sales,2964,79,90,5.78
M_3194,HR,1912,76,67,5.15
M_3195,Marketing,1949,75,20,4.77
M_3196,R&D,2024,117,33,4.53
M_3197,Product Management,3717,138,111,4.53
M_3198,Engineering,150,7,5,6.76
M_3199,HR,2856,164,87,4.94
M_3200,Finance,2530,139,56,6.31
M_3201,Marketing,987,27,20,4.93
M_3202,Engineering,2778,110,89,5.79
M_3203,Product Management,2928,99,94,5.74
M_3204,Operations,3030,109,85,5.84
M_3205,Product Management,150,5,2,5.51
M_3206,Product Management,3729,197,140,6.25
M_3207,Customer Support,1836,69,48,4.98
M_3208,Marketing,3117,127,105,6.76
M_3209,Operations,3166,187,52,4.13
M_3210,Engineering,1710,38,34,5.3
M_3211,Operations,3094,122,112,5.26
M_3212,Engineering,2153,109,24,4.65
M_3213,Operations,635,16,16,5.46
M_3214,Sales,3550,157,86,4.61
M_3215,Engineering,1802,53,58,4.45
M_3216,Engineering,1730,94,31,3.76
M_3217,Engineering,2137,70,35,6.41
M_3218,Customer Support,2745,91,103,4.39
M_3219,Customer Support,2448,107,66,6.35
M_3220,Marketing,2993,81,39,6.07
M_3221,Engineering,1294,40,20,5.51
M_3222,Engineering,1831,67,73,4.5
M_3223,Engineering,2395,81,38,4.34
M_3224,Engineering,4208,172,119,5.54
M_3225,Legal,2397,105,54,4.64
M_3226,Sales,3476,148,127,4.59
M_3227,HR,2534,116,82,3.92
M_3228,Engineering,2064,66,57,4.28
M_3229,Sales,2277,57,23,7.6
M_3230,Marketing,2348,118,85,7.26
M_3231,Finance,3043,164,71,5.47
M_3232,Sales,3737,113,141,5.8
M_3233,Engineering,2823,102,70,4.84
M_3234,HR,3568,142,109,4.34
M_3235,Sales,1631,67,19,7.35
M_3236,Sales,2126,98,68,7.64
M_3237,IT,1848,40,37,4.3
M_3238,Operations,2783,135,57,5.21
M_3239,Finance,2176,48,29,4.73
M_3240,HR,3156,122,45,4.91
M_3241,HR,1662,88,25,6.33
M_3242,Finance,2538,96,50,4.13
M_3243,Operations,3118,80,114,5.26
M_3244,Operations,641,38,13,5.97
M_3245,Engineering,4409,245,139,5.13
M_3246,Marketing,2245,114,28,6.4
M_3247,HR,677,24,18,5.21
M_3248,Product Management,2642,72,64,6.0
M_3249,Operations,2530,145,99,3.96
M_3250,Finance,2426,100,85,4.78
M_3251,Engineering,3392,183,80,5.25
M_3252,Finance,3172,106,105,2.87
M_3253,Engineering,2768,92,43,4.31
M_3254,Sales,2905,172,78,5.37
M_3255,Engineering,2406,98,29,6.05
M_3256,Operations,4097,104,83,4.49
M_3257,Sales,1168,33,19,5.14
M_3258,HR,2625,103,82,5.73
M_3259,Legal,2558,55,63,3.31
M_3260,Sales,3231,124,105,3.91
M_3261,Marketing,1740,63,44,5.06
M_3262,HR,930,47,11,4.23
M_3263,Engineering,2641,90,84,3.89
M_3264,Customer Support,2753,163,96,5.25
M_3265,Engineering,3840,104,142,5.6
M_3266,Marketing,1356,59,36,6.09
M_3267,Finance,3539,83,115,5.8
M_3268,Operations,4630,228,150,6.16
M_3269,Operations,2160,129,31,3.75
M_3270,Sales,1338,70,19,6.6
M_3271,Engineering,2133,90,25,4.88
M_3272,Customer Support,2512,98,49,4.23
M_3273,Finance,3007,160,72,5.74
M_3274,Product Management,1967,112,78,3.79
M_3275,Customer Support,3899,232,89,3.65
M_3276,Product Management,1496,53,47,5.55
M_3277,Marketing,934,55,28,5.96
M_3278,Sales,3496,91,56,5.99
M_3279,Customer Support,452,13,5,4.12
M_3280,Marketing,2316,54,61,5.84
M_3281,Engineering,5305,163,164,5.54
M_3282,Product Management,2489,126,99,5.18
M_3283,Legal,1491,80,30,3.95
M_3284,Marketing,2448,125,90,5.04
M_3285,Engineering,2454,111,52,5.91
M_3286,HR,2644,107,81,6.16
M_3287,Customer Support,3096,149,86,4.55
M_3288,Legal,1564,55,18,4.53
M_3289,Sales,4018,215,49,6.08
M_3290,Engineering,2720,128,28,5.59
M_3291,Product Management,3154,151,66,4.8
M_3292,HR,1934,80,62,2.78
M_3293,Finance,3657,202,55,6.36
M_3294,IT,2268,68,63,6.46
M_3295,Engineering,2749,96,51,4.67
M_3296,Operations,1660,84,56,4.32
M_3297,Engineering,1602,63,54,4.95
M_3298,HR,3119,173,103,5.07
M_3299,Customer Support,2100,71,54,5.41
M_3300,Marketing,1731,60,32,5.47
M_3301,Data Science,1921,106,65,4.58
M_3302,Finance,3129,120,48,4.18
M_3303,Sales,1933,78,36,6.8
M_3304,Sales,2394,79,37,6.5
M_3305,HR,2513,78,75,5.86
M_3306,HR,774,35,23,4.38
M_3307,Engineering,1175,29,34,6.43
M_3308,HR,2802,154,62,3.93
M_3309,Marketing,1836,93,23,6.25
M_3310,Customer Support,3451,95,128,3.11
M_3311,Operations,3370,160,85,4.59
M_3312,Operations,3147,138,69,6.47
M_3313,Engineering,4137,113,114,5.66
M_3314,Sales,2425,75,38,5.42
M_3315,Operations,3083,112,43,4.81
M_3316,Marketing,1974,94,43,5.61
M_3317,Engineering,4707,214,79,5.7
M_3318,Customer Support,4285,176,74,5.74
M_3319,Customer Support,2510,127,92,4.39
M_3320,Finance,2847,143,73,3.96
M_3321,Engineering,3723,166,91,5.33
M_3322,Customer Support,2367,121,72,4.45
M_3323,Finance,1909,63,73,3.91
M_3324,Customer Support,3286,181,43,5.21
M_3325,Customer Support,2570,114,89,4.53
M_3326,Customer Support,2664,140,73,5.06
M_3327,Marketing,1749,73,25,4.79
M_3328,Engineering,954,27,18,5.48
M_3329,Operations,2712,113,66,4.12
M_3330,Operations,3314,115,101,4.38
M_3331,Customer Support,2296,109,39,4.7
M_3332,Engineering,3792,148,98,6.53
M_3333,Engineering,1866,99,56,5.86
M_3334,Legal,1550,73,36,5.49
M_3335,Customer Support,2439,115,87,5.75
M_3336,Legal,2425,69,87,7.03
M_3337,Customer Support,3192,189,76,4.96
M_3338,Finance,1802,96,70,6.28
M_3339,Operations,3731,192,45,6.2
M_3340,Legal,4270,141,43,5.42
M_3341,Finance,2464,102,52,6.62
M_3342,Operations,3624,92,101,4.64
M_3343,Engineering,1549,64,44,4.73
M_3344,Marketing,3467,89,84,5.53
M_3345,Customer Support,3442,144,47,4.72
M_3346,Sales,3277,150,49,6.4
M_3347,Sales,2485,88,88,7.19
M_3348,Sales,150,5,5,5.31
M_3349,Sales,1922,105,58,5.75
M_3350,Sales,1936,47,57,5.85
M_3351,HR,1619,83,45,5.05
M_3352,Legal,2610,70,41,3.22
M_3353,Marketing,2122,45,48,4.75
M_3354,Engineering,1757,48,54,5.52
M_3355,Engineering,1547,78,40,6.4
M_3356,Operations,1856,67,19,4.33
M_3357,HR,3509,192,135,4.24
M_3358,Customer Support,1905,78,67,4.68
M_3359,Operations,2036,42,36,3.37
M_3360,Customer Support,2088,101,59,4.46
M_3361,Sales,2805,68,105,4.0
M_3362,Operations,2910,150,37,6.48
M_3363,Sales,150,4,3,5.12
M_3364,R&D,3419,115,80,6.42
M_3365,Operations,3792,191,84,6.17
M_3366,Sales,1554,90,54,5.42
M_3367,Sales,1624,56,34,4.92
M_3368,Engineering,2094,111,24,5.26
M_3369,Operations,1819,50,21,5.08
M_3370,Sales,2701,141,30,6.54
M_3371,Finance,748,34,16,4.62
M_3372,Sales,1493,41,47,6.39
M_3373,Operations,3885,124,62,5.37
M_3374,Customer Support,1664,42,48,4.32
M_3375,Customer Support,3619,127,110,4.12
M_3376,Customer Support,2819,79,49,4.56
M_3377,Engineering,871,39,24,4.52
M_3378,Engineering,3071,183,93,5.34
M_3379,Operations,2394,49,57,5.03
M_3380,HR,2090,87,42,5.42
M_3381,Marketing,2720,116,77,6.88
M_3382,Engineering,2927,165,115,5.06
M_3383,Sales,3136,126,71,6.88
M_3384,Engineering,3560,148,77,5.38
M_3385,Product Management,2867,111,68,4.96
M_3386,Sales,1261,38,15,5.85
M_3387,Finance,2073,46,55,4.91
M_3388,Engineering,5148,187,102,5.39
M_3389,Operations,3152,69,43,4.32
M_3390,Sales,4632,194,111,4.61
M_3391,Legal,3755,121,37,5.17
M_3392,Legal,2717,112,59,5.32
M_3393,Sales,2771,70,36,6.58
M_3394,Legal,2467,141,26,5.03
M_3395,Data Science,935,52,32,5.83
M_3396,Customer Support,2516,69,94,5.03
M_3397,Product Management,3589,121,58,5.81
M_3398,Sales,1960,87,51,5.17
M_3399,Finance,2870,68,52,4.18
M_3400,Engineering,3266,111,81,4.78
M_3401,Engineering,1681,50,38,5.06
M_3402,Data Science,2093,118,37,5.19
M_3403,Sales,1583,85,49,4.28
M_3404,Customer Support,1760,76,24,6.14
M_3405,Customer Support,1341,54,15,4.67
M_3406,Product Management,1689,96,55,5.38
M_3407,Data Science,3777,216,113,6.27
M_3408,Sales,1676,98,41,3.98
M_3409,Engineering,2613,65,62,4.6
M_3410,HR,2047,54,51,4.7
M_3411,Engineering,3560,167,82,4.97
